team,team_slug,metric,season_year,value_numeric,value_text,source,source_url
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,Player Minimum (2 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,Player Minimum (3 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,Player Minimum (4-6 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,Player Minimum (7-9 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,Player Minimum (10+ YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Salary Cap,2026,7000000,"$7,000,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Roster Size Requirement,2026,12,12,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Maximum Protected Veterans,2026,7,7,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Supermaximum,2026,1400000,"$1,400,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Maximum,2026,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (0 YOS),2026,270000,"$270,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (1 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (2 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (3 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (4-6 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (7-9 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,Player Minimum (10+ YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Salary Cap,2026,7000000,"$7,000,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Roster Size Requirement,2026,12,12,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Maximum Protected Veterans,2026,7,7,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Supermaximum,2026,1400000,"$1,400,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Maximum,2026,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (0 YOS),2026,270000,"$270,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (1 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (2 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (3 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (4-6 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (7-9 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,Player Minimum (10+ YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Salary Cap,2026,7000000,"$7,000,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Roster Size Requirement,2026,12,12,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Maximum Protected Veterans,2026,7,7,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Supermaximum,2026,1400000,"$1,400,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Maximum,2026,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (0 YOS),2026,270000,"$270,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (1 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (2 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (3 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (4-6 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (7-9 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Player Minimum (10+ YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Salary Cap,2026,7000000,"$7,000,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Roster Size Requirement,2026,12,12,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Maximum Protected Veterans,2026,7,7,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Supermaximum,2026,1400000,"$1,400,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Maximum,2026,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (0 YOS),2026,270000,"$270,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (1 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (2 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (3 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (4-6 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (7-9 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Player Minimum (10+ YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Salary Cap,2026,7000000,"$7,000,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Roster Size Requirement,2026,12,12,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Maximum Protected Veterans,2026,7,7,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Supermaximum,2026,1400000,"$1,400,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Maximum,2026,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (0 YOS),2026,270000,"$270,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (1 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (2 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (3 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (4-6 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (7-9 YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Player Minimum (10+ YOS),2026,277500,"$277,500",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
